,Age,Customer-Period,MaximumSpend,Hidden-Score,Monthly-Average-Spend,Level,Mortgage,Security-Asset,Fixed-Deposit-Account,Internet-Banking,Credit-Card,Region,MaximumSpend_Log,Monthly-Average-Spend_Log,Mortgage_Log
1320,31,7,192,1,0.0,2,0,0,0,1,0,0,5.356586274672012,-0.6931471805599453,2.995732273553991
1954,44,20,81,4,2.0,3,277,0,0,1,0,0,4.61512051684126,0.9162907318741551,5.6937321388027
3168,51,25,180,1,1.7,1,0,0,0,1,0,4,5.298317366548036,0.7884573603642703,2.995732273553991
4000,62,37,93,3,3.0,3,0,0,1,1,1,3,4.727387818712341,1.252762968495368,2.995732273553991
528,64,39,122,4,0.2,1,378,0,0,1,0,0,4.955827057601261,-0.35667494393873245,5.986452005284438
2533,54,29,111,1,1.1,2,0,0,0,1,0,3,4.875197323201151,0.47000362924573563,2.995732273553991
2780,39,13,69,3,0.9,2,0,0,0,0,0,0,4.48863636973214,0.3364722366212129,2.995732273553991
2882,55,31,69,1,2.7,2,0,1,0,0,1,0,4.48863636973214,1.1631508098056809,2.995732273553991
4081,60,35,155,1,1.5,3,0,0,0,0,1,2,5.1647859739235145,0.6931471805599453,2.995732273553991
4141,43,19,63,3,2.1,3,0,0,0,0,0,4,4.418840607796598,0.9555114450274363,2.995732273553991
3959,43,19,123,3,1.3,1,0,0,0,1,0,1,4.962844630259907,0.5877866649021191,2.995732273553991
804,54,28,34,4,0.7,2,0,0,0,1,0,4,3.9889840465642745,0.1823215567939546,2.995732273553991
3412,55,29,79,4,4.9,1,0,0,0,0,0,0,4.59511985013459,1.6863989535702288,2.995732273553991
3295,42,16,141,3,4.0,2,0,0,0,0,0,4,5.081404364984463,1.5040773967762742,2.995732273553991
4023,51,25,175,3,0.7,1,312,0,0,0,0,0,5.272999558563747,0.1823215567939546,5.805134968916488
2996,42,18,103,1,3.33,1,0,1,1,1,1,1,4.812184355372417,1.3428648031925547,2.995732273553991
4698,48,22,162,3,1.4,1,400,0,0,0,0,4,5.204006687076795,0.6418538861723947,6.040254711277414
104,56,32,38,4,1.3,1,166,0,0,1,1,3,4.060443010546419,0.5877866649021191,5.225746673713202
1166,30,5,112,4,5.0,2,0,0,0,0,1,1,4.882801922586371,1.7047480922384253,2.995732273553991
4946,51,26,42,1,1.3,2,0,0,0,1,0,3,4.127134385045092,0.5877866649021191,2.995732273553991
2433,37,11,123,1,2.3,2,0,1,1,1,0,4,4.962844630259907,1.0296194171811581,2.995732273553991
1407,63,39,101,2,3.9,3,294,0,0,1,0,4,4.795790545596741,1.4816045409242156,5.749392985908253
4605,48,22,42,1,1.2,2,0,0,0,0,0,4,4.127134385045092,0.5306282510621704,2.995732273553991
317,40,16,119,2,4.2,2,0,0,0,1,0,1,4.9344739331306915,1.547562508716013,2.995732273553991
1346,44,20,50,3,2.33,1,200,0,0,0,0,5,4.248495242049359,1.0402767116551463,5.393627546352362
4016,53,28,173,4,2.7,1,427,0,0,1,0,1,5.262690188904886,1.1631508098056809,6.102558594613569
2924,51,26,98,1,1.3,3,0,0,0,1,1,0,4.770684624465665,0.5877866649021191,2.995732273553991
1275,27,2,92,2,3.1,1,178,0,0,1,0,5,4.718498871295094,1.2809338454620642,5.288267030694535
1403,32,6,51,4,0.2,1,154,1,0,0,1,3,4.2626798770413155,-0.35667494393873245,5.159055299214529
4604,32,7,81,2,3.4,2,0,0,0,0,1,0,4.61512051684126,1.3609765531356006,2.995732273553991
4024,41,15,82,3,0.1,1,0,0,0,1,0,4,4.624972813284271,-0.5108256237659907,2.995732273553991
3959,43,19,123,3,1.3,1,0,0,0,1,0,1,4.962844630259907,0.5877866649021191,2.995732273553991
1870,63,37,110,1,4.1,3,0,0,0,0,0,5,4.867534450455582,1.5260563034950492,2.995732273553991
3746,63,39,49,4,1.2,2,109,1,1,1,1,3,4.23410650459726,0.5306282510621704,4.859812404361672
2859,35,11,188,1,0.9,3,282,0,0,1,0,4,5.337538079701318,0.3364722366212129,5.71042701737487
3613,35,11,148,1,5.8,3,0,0,0,1,0,2,5.123963979403259,1.840549633397487,2.995732273553991
4472,50,25,90,1,2.8,2,0,0,0,1,0,5,4.700480365792417,1.1939224684724346,2.995732273553991
1778,27,3,32,3,1.0,2,0,0,0,0,0,4,3.9512437185814275,0.4054651081081644,2.995732273553991
4362,28,2,55,3,1.1,2,0,0,0,0,0,3,4.31748811353631,0.47000362924573563,2.995732273553991
4160,30,4,11,1,0.1,2,0,0,0,1,1,5,3.4339872044851463,-0.5108256237659907,2.995732273553991
4850,63,39,119,1,2.9,1,0,1,0,1,0,1,4.9344739331306915,1.2237754316221157,2.995732273553991
4000,62,37,93,3,3.0,3,0,0,1,1,1,3,4.727387818712341,1.252762968495368,2.995732273553991
1516,41,17,49,4,2.2,2,0,0,0,0,0,2,4.23410650459726,0.9932517730102834,2.995732273553991
4763,51,25,173,1,0.5,2,0,0,0,1,0,5,5.262690188904886,0.0,2.995732273553991
2400,61,36,169,2,6.1,3,106,0,1,1,1,1,5.241747015059643,1.8870696490323797,4.836281906951478
511,31,5,82,4,2.2,2,0,0,0,0,0,4,4.624972813284271,0.9932517730102834,2.995732273553991
1249,51,27,80,1,2.6,2,0,0,0,1,1,0,4.605170185988092,1.1314021114911006,2.995732273553991
2962,23,-2,81,2,1.8,2,0,0,0,0,0,1,4.61512051684126,0.8329091229351039,2.995732273553991
765,47,21,109,4,1.8,1,0,0,0,0,0,5,4.859812404361672,0.8329091229351039,2.995732273553991
738,36,10,80,4,2.2,2,0,0,0,1,0,4,4.605170185988092,0.9932517730102834,2.995732273553991
1745,37,12,40,2,1.1,2,0,1,0,0,1,0,4.0943445622221,0.47000362924573563,2.995732273553991
160,29,0,134,4,6.5,3,0,0,0,0,0,5,5.0369526024136295,1.9459101490553132,2.995732273553991
4583,52,26,83,1,3.1,1,0,0,0,1,0,2,4.634728988229636,1.2809338454620642,2.995732273553991
3197,34,10,29,1,1.5,2,0,0,0,1,0,3,3.8918202981106265,0.6931471805599453,2.995732273553991
3910,33,8,62,1,1.0,1,0,0,0,1,0,4,4.406719247264253,0.4054651081081644,2.995732273553991
4169,41,17,143,2,2.7,3,209,0,0,1,0,0,5.093750200806762,1.1631508098056809,5.43372200355424
715,47,23,32,1,1.0,1,0,1,1,1,1,2,3.9512437185814275,0.4054651081081644,2.995732273553991
1204,26,1,190,4,1.3,2,197,0,0,1,0,1,5.3471075307174685,0.5877866649021191,5.37989735354046
1415,33,8,48,1,1.0,1,212,0,0,1,0,4,4.219507705176107,0.4054651081081644,5.44673737166631
187,46,21,159,3,1.9,3,315,0,0,1,0,4,5.187385805840755,0.8754687373538999,5.814130531825066
555,34,8,35,4,0.8,1,137,0,1,1,1,2,4.007333185232471,0.26236426446749106,5.056245805348308
1786,35,11,34,1,1.5,2,0,0,0,0,0,3,3.9889840465642745,0.6931471805599453,2.995732273553991
3356,49,23,115,3,4.6,3,0,0,0,0,0,5,4.90527477843843,1.62924053973028,2.995732273553991
4008,61,31,154,3,7.5,3,351,0,1,1,1,4,5.159055299214529,2.0794415416798357,5.916202062607435
1655,35,11,53,3,2.8,1,0,0,0,0,0,1,4.290459441148391,1.1939224684724346,2.995732273553991
3406,42,12,34,3,2.0,3,0,0,0,0,1,2,3.9889840465642745,0.9162907318741551,2.995732273553991
4008,61,31,154,3,7.5,3,351,0,1,1,1,4,5.159055299214529,2.0794415416798357,5.916202062607435
2714,46,20,158,3,5.4,1,432,0,0,0,1,2,5.181783550292085,1.7749523509116738,6.113682179832232
3663,26,2,60,4,1.6,1,0,0,1,1,1,4,4.382026634673881,0.7419373447293773,2.995732273553991
4110,66,41,59,3,2.4,1,0,0,0,0,0,5,4.3694478524670215,1.0647107369924282,2.995732273553991
4619,61,36,23,1,0.1,1,96,0,0,0,0,5,3.7612001156935624,-0.5108256237659907,4.7535901911063645
3005,62,36,148,3,7.0,2,0,0,0,1,0,4,5.123963979403259,2.0149030205422647,2.995732273553991
981,36,12,142,3,2.3,2,0,0,1,1,1,0,5.087596335232384,1.0296194171811581,2.995732273553991
2215,28,3,193,3,4.0,2,0,0,0,1,0,4,5.3612921657094255,1.5040773967762742,2.995732273553991
3609,29,5,162,1,4.3,1,0,0,0,0,1,4,5.204006687076795,1.5686159179138452,2.995732273553991
1218,62,36,98,2,2.8,1,0,0,0,0,0,2,4.770684624465665,1.1939224684724346,2.995732273553991
951,59,34,83,2,3.4,3,0,0,0,1,0,4,4.634728988229636,1.3609765531356006,2.995732273553991
3383,46,22,135,3,4.1,1,213,0,0,1,0,5,5.043425116919247,1.5260563034950492,5.4510384535657
2955,54,29,44,2,2.3,3,187,0,0,1,0,5,4.1588830833596715,1.0296194171811581,5.332718793265369
1872,43,17,98,3,1.1,1,0,0,0,0,0,4,4.770684624465665,0.47000362924573563,2.995732273553991
3704,36,11,184,2,5.1,2,0,0,0,0,0,1,5.318119993844216,1.7227665977411035,2.995732273553991
2725,63,38,138,1,2.5,1,0,0,0,1,0,2,5.062595033026967,1.0986122886681098,2.995732273553991
2328,27,2,130,3,4.4,1,192,0,0,1,0,2,5.0106352940962555,1.589235205116581,5.356586274672012
38,42,18,141,3,5.0,3,0,1,1,1,0,4,5.081404364984463,1.7047480922384253,2.995732273553991
4811,36,12,123,2,3.0,3,0,0,0,0,0,0,4.962844630259907,1.252762968495368,2.995732273553991
2996,42,18,103,1,3.33,1,0,1,1,1,1,1,4.812184355372417,1.3428648031925547,2.995732273553991
3466,33,6,53,2,1.0,2,96,0,0,0,1,4,4.290459441148391,0.4054651081081644,4.7535901911063645
4438,43,18,22,2,0.0,3,0,0,0,0,0,0,3.7376696182833684,-0.6931471805599453,2.995732273553991
1406,53,23,20,4,0.4,3,0,0,0,1,1,2,3.6888794541139363,-0.10536051565782628,2.995732273553991
1468,45,18,78,3,2.67,2,0,0,0,1,0,2,4.584967478670572,1.1537315878891892,2.995732273553991
2047,63,38,134,3,4.0,2,0,0,0,0,1,0,5.0369526024136295,1.5040773967762742,2.995732273553991
2095,47,21,174,4,3.2,3,0,0,0,0,0,4,5.267858159063328,1.308332819650179,2.995732273553991
261,42,16,111,2,1.2,3,251,0,0,1,0,3,4.875197323201151,0.5306282510621704,5.602118820879701
1195,32,7,123,2,2.9,2,0,0,0,1,0,2,4.962844630259907,1.2237754316221157,2.995732273553991
782,54,30,194,3,6.0,3,587,1,1,1,1,2,5.365976015021851,1.8718021769015913,6.408528791059498
2158,50,25,83,4,3.1,1,0,0,0,0,1,4,4.634728988229636,1.2809338454620642,2.995732273553991
1590,49,23,58,4,2.6,1,188,0,0,0,0,5,4.356708826689592,1.1314021114911006,5.337538079701318
2075,40,16,53,4,2.0,3,0,0,0,0,0,4,4.290459441148391,0.9162907318741551,2.995732273553991
2023,55,29,55,1,0.2,1,151,0,0,1,0,4,4.31748811353631,-0.35667494393873245,5.14166355650266
4416,49,25,8,1,0.3,1,97,0,0,0,0,4,3.332204510175204,-0.2231435513142097,4.762173934797756
1670,38,14,25,4,0.4,2,101,0,0,1,0,5,3.8066624897703196,-0.10536051565782628,4.795790545596741
2101,35,5,203,1,10.0,3,0,0,0,0,0,5,5.407171771460119,2.3513752571634776,2.995732273553991
51,61,37,131,1,2.9,1,0,0,0,1,0,4,5.017279836814924,1.2237754316221157,2.995732273553991
1141,32,7,143,3,2.9,3,0,0,0,1,0,1,5.093750200806762,1.2237754316221157,2.995732273553991
1161,36,11,181,3,1.4,1,0,0,0,0,0,4,5.303304908059076,0.6418538861723947,2.995732273553991
515,41,16,113,1,1.0,3,211,0,0,0,1,2,4.890349128221754,0.4054651081081644,5.442417710521793
2652,24,0,44,4,1.6,1,180,0,0,1,0,0,4.1588830833596715,0.7419373447293773,5.298317366548036
4078,36,12,58,1,3.6,2,0,0,0,0,0,1,4.356708826689592,1.410986973710262,2.995732273553991
537,44,20,131,1,4.9,3,0,0,0,1,0,0,5.017279836814924,1.6863989535702288,2.995732273553991
1518,43,17,64,4,3.0,3,221,0,0,1,0,5,4.430816798843313,1.252762968495368,5.484796933490655
3557,46,20,54,4,2.9,1,189,0,0,1,1,0,4.30406509320417,1.2237754316221157,5.342334251964811
1454,51,25,148,1,1.0,1,0,0,0,0,0,0,5.123963979403259,0.4054651081081644,2.995732273553991
4175,42,17,154,3,4.9,1,0,0,1,1,1,3,5.159055299214529,1.6863989535702288,2.995732273553991
4943,26,0,12,1,0.1,2,0,0,0,1,0,6,3.4657359027997265,-0.5108256237659907,2.995732273553991
3816,55,30,70,3,2.0,2,0,0,0,1,1,4,4.499809670330265,0.9162907318741551,2.995732273553991
2407,39,15,100,1,0.8,2,0,0,0,1,0,4,4.787491742782046,0.26236426446749106,2.995732273553991
2961,60,36,50,1,1.8,3,0,0,0,1,0,5,4.248495242049359,0.8329091229351039,2.995732273553991
4481,25,-2,35,4,1.0,3,0,0,0,1,0,5,4.007333185232471,0.4054651081081644,2.995732273553991
4564,58,32,28,2,0.3,1,148,0,0,0,0,0,3.871201010907891,-0.2231435513142097,5.123963979403259
1895,26,2,72,4,2.6,1,0,0,0,1,0,5,4.5217885770490405,1.1314021114911006,2.995732273553991
4642,65,40,143,4,6.6,2,0,0,0,1,0,5,5.093750200806762,1.9600947840472698,2.995732273553991
4876,44,19,142,1,1.5,3,0,0,0,0,0,5,5.087596335232384,0.6931471805599453,2.995732273553991
4169,41,17,143,2,2.7,3,209,0,0,1,0,0,5.093750200806762,1.1631508098056809,5.43372200355424
3728,28,3,118,3,2.4,2,161,0,0,0,0,1,4.927253685157205,1.0647107369924282,5.198497031265826
2455,34,8,164,4,7.4,3,0,0,0,1,0,4,5.214935757608986,2.066862759472976,2.995732273553991
1906,42,17,98,2,0.4,1,275,0,0,1,0,2,4.770684624465665,-0.10536051565782628,5.68697535633982
1039,41,16,175,2,1.1,3,0,0,0,1,0,4,5.272999558563747,0.47000362924573563,2.995732273553991
2194,34,9,123,1,1.6,2,0,0,0,1,0,4,4.962844630259907,0.7419373447293773,2.995732273553991
4059,53,27,39,4,1.5,3,0,0,0,1,0,1,4.07753744390572,0.6931471805599453,2.995732273553991
434,30,6,45,1,1.8,2,0,0,0,1,0,5,4.174387269895637,0.8329091229351039,2.995732273553991
3614,34,10,154,3,5.4,2,0,0,0,1,0,4,5.159055299214529,1.7749523509116738,2.995732273553991
596,48,22,152,1,3.5,3,0,0,0,1,0,4,5.147494476813453,1.3862943611198906,2.995732273553991
160,29,0,134,4,6.5,3,0,0,0,0,0,5,5.0369526024136295,1.9459101490553132,2.995732273553991
187,46,21,159,3,1.9,3,315,0,0,1,0,4,5.187385805840755,0.8754687373538999,5.814130531825066
209,64,39,172,4,3.1,1,282,0,1,1,1,4,5.2574953720277815,1.2809338454620642,5.71042701737487
2024,36,12,113,4,0.2,1,0,0,0,0,0,4,4.890349128221754,-0.35667494393873245,2.995732273553991
176,52,25,44,3,1.0,2,135,0,0,1,0,3,4.1588830833596715,0.4054651081081644,5.043425116919247
16,38,14,130,4,4.7,3,134,0,0,0,0,5,5.0106352940962555,1.6486586255873816,5.0369526024136295
4915,49,24,48,1,1.3,2,0,0,0,0,1,3,4.219507705176107,0.5877866649021191,2.995732273553991
2986,55,30,153,2,2.8,2,0,1,1,1,0,4,5.153291594497779,1.1939224684724346,2.995732273553991
1292,56,30,164,4,0.5,2,234,0,1,1,1,4,5.214935757608986,0.0,5.537334267018537
812,36,10,65,4,2.2,2,0,0,0,0,0,0,4.442651256490317,0.9932517730102834,2.995732273553991
4016,53,28,173,4,2.7,1,427,0,0,1,0,1,5.262690188904886,1.1631508098056809,6.102558594613569
151,26,0,132,3,6.5,3,0,0,0,0,1,2,5.0238805208462765,1.9459101490553132,2.995732273553991
765,47,21,109,4,1.8,1,0,0,0,0,0,5,4.859812404361672,0.8329091229351039,2.995732273553991
3568,30,4,194,2,4.5,1,0,0,0,0,1,3,5.365976015021851,1.6094379124341003,2.995732273553991
1882,56,32,125,3,0.6,1,342,0,1,1,1,1,4.976733742420574,0.09531017980432493,5.8916442118257715
4928,57,33,28,1,1.2,3,98,0,0,1,0,0,3.871201010907891,0.5306282510621704,4.770684624465665
4308,44,20,132,3,2.6,1,308,0,0,0,0,4,5.0238805208462765,1.1314021114911006,5.793013608384144
474,60,34,114,2,6.9,1,0,0,0,1,0,0,4.897839799950911,2.0014800002101243,2.995732273553991
33,30,6,18,3,0.9,3,0,0,0,0,0,1,3.6375861597263857,0.3364722366212129,2.995732273553991
1140,32,6,13,4,0.3,1,0,0,0,1,1,4,3.4965075614664802,-0.2231435513142097,2.995732273553991
2874,49,25,114,1,2.5,3,0,0,0,1,0,1,4.897839799950911,1.0986122886681098,2.995732273553991
805,55,29,132,3,5.9,2,307,0,0,0,0,5,5.0238805208462765,1.8562979903656263,5.7899601708972535
2709,28,4,69,3,0.7,2,170,0,0,0,0,4,4.48863636973214,0.1823215567939546,5.247024072160486
2861,42,18,60,4,0.2,3,151,0,0,0,1,2,4.382026634673881,-0.35667494393873245,5.14166355650266
2951,26,2,132,2,2.4,3,0,0,0,0,1,4,5.0238805208462765,1.0647107369924282,2.995732273553991
2686,50,24,81,2,0.4,3,0,0,0,0,0,5,4.61512051684126,-0.10536051565782628,2.995732273553991
3613,35,11,148,1,5.8,3,0,0,0,1,0,2,5.123963979403259,1.840549633397487,2.995732273553991
60,49,24,39,3,1.7,2,0,1,0,1,0,0,4.07753744390572,0.7884573603642703,2.995732273553991
3175,43,18,74,4,0.4,1,0,0,0,0,0,2,4.543294782270004,-0.10536051565782628,2.995732273553991
1789,44,20,171,4,0.7,1,567,0,1,1,1,1,5.25227342804663,0.1823215567939546,6.375024819828097
3769,29,4,134,2,3.3,1,204,0,0,0,0,0,5.0369526024136295,1.33500106673234,5.4116460518550396
3387,63,37,25,2,0.2,3,0,0,0,1,0,4,3.8066624897703196,-0.35667494393873245,2.995732273553991
3761,49,24,25,2,0.7,3,0,0,0,1,0,5,3.8066624897703196,0.1823215567939546,2.995732273553991
4895,45,20,201,2,2.8,1,0,0,0,1,1,2,5.3981627015177525,1.1939224684724346,2.995732273553991
1128,30,5,171,2,1.9,2,0,0,0,0,0,4,5.25227342804663,0.8754687373538999,2.995732273553991
23,44,18,43,2,0.7,1,163,1,0,0,0,1,4.143134726391533,0.1823215567939546,5.209486152841421
3209,42,16,173,2,1.5,2,373,0,1,1,1,1,5.262690188904886,0.6931471805599453,5.973809611869261
1331,31,7,84,1,0.1,1,0,0,0,1,0,2,4.6443908991413725,-0.5108256237659907,2.995732273553991
4337,26,2,182,2,3.2,2,0,0,0,0,0,3,5.308267697401205,1.308332819650179,2.995732273553991
2188,29,4,9,4,0.5,3,86,0,0,1,1,2,3.367295829986474,0.0,4.663439094112067
2810,58,34,45,4,1.3,2,201,0,0,0,0,3,4.174387269895637,0.5877866649021191,5.3981627015177525
1768,43,18,128,4,5.3,1,84,0,0,0,0,2,4.997212273764115,1.7578579175523736,4.6443908991413725
3208,53,29,61,4,1.6,2,0,0,0,1,0,5,4.394449154672439,0.7419373447293773,2.995732273553991
1237,38,13,169,1,6.8,3,0,0,1,1,1,2,5.241747015059643,1.9878743481543455,2.995732273553991
4316,30,6,95,2,0.2,1,0,1,0,1,0,1,4.74493212836325,-0.35667494393873245,2.995732273553991
3039,34,9,141,2,4.9,3,0,0,0,0,1,5,5.081404364984463,1.6863989535702288,2.995732273553991
1167,37,12,190,2,3.0,1,475,0,0,1,0,2,5.3471075307174685,1.252762968495368,6.20455776256869
4293,63,38,41,2,1.5,1,173,0,0,1,1,0,4.110873864173311,0.6931471805599453,5.262690188904886
3349,55,25,95,2,4.5,3,275,0,0,0,0,2,4.74493212836325,1.6094379124341003,5.68697535633982
1091,41,17,48,3,0.3,3,0,0,0,1,1,4,4.219507705176107,-0.2231435513142097,2.995732273553991
3236,44,14,19,1,0.75,3,0,0,0,0,1,4,3.6635616461296463,0.22314355131420976,2.995732273553991
3378,25,0,44,4,0.6,2,0,0,0,0,1,4,4.1588830833596715,0.09531017980432493,2.995732273553991
3733,58,32,72,3,0.3,2,0,0,0,1,0,4,4.5217885770490405,-0.2231435513142097,2.995732273553991
4702,35,5,108,2,2.75,3,0,1,0,0,0,0,4.852030263919617,1.1786549963416462,2.995732273553991
3612,50,25,99,1,4.6,1,368,1,1,0,1,0,4.77912349311153,1.62924053973028,5.961005339623274
2691,61,36,119,2,5.4,2,0,0,0,1,0,5,4.9344739331306915,1.7749523509116738,2.995732273553991
1524,40,16,155,4,0.1,3,0,0,1,1,1,4,5.1647859739235145,-0.5108256237659907,2.995732273553991
3160,41,15,158,1,4.7,2,0,1,1,0,1,4,5.181783550292085,1.6486586255873816,2.995732273553991
835,58,33,142,2,3.9,1,193,0,0,1,1,2,5.087596335232384,1.4816045409242156,5.3612921657094255
4896,40,15,81,2,0.4,1,0,0,0,1,0,4,4.61512051684126,-0.10536051565782628,2.995732273553991
1626,31,6,180,2,6.7,1,0,0,0,0,0,3,5.298317366548036,1.9740810260220096,2.995732273553991
3843,32,7,129,4,5.2,2,0,0,0,0,1,4,5.003946305945459,1.7404661748405046,2.995732273553991
2753,54,27,195,2,4.75,2,477,0,0,0,0,3,5.3706380281276624,1.6582280766035324,6.208590026096629
3222,49,23,81,2,0.8,3,0,0,0,0,0,3,4.61512051684126,0.26236426446749106,2.995732273553991
4449,30,6,44,1,0.2,3,0,0,0,0,1,5,4.1588830833596715,-0.35667494393873245,2.995732273553991
1037,35,11,40,1,2.4,2,0,1,0,1,0,3,4.0943445622221,1.0647107369924282,2.995732273553991
3747,26,0,83,3,3.9,2,0,0,0,1,0,1,4.634728988229636,1.4816045409242156,2.995732273553991
3986,38,14,182,3,2.6,3,0,0,1,1,1,2,5.308267697401205,1.1314021114911006,2.995732273553991
4556,55,29,79,2,1.1,1,0,1,0,1,0,4,4.59511985013459,0.47000362924573563,2.995732273553991
1077,29,3,175,3,3.3,3,329,0,0,1,0,0,5.272999558563747,1.33500106673234,5.855071922202427
3327,42,18,164,1,1.3,3,0,1,1,1,1,3,5.214935757608986,0.5877866649021191,2.995732273553991
3111,34,9,78,3,0.6,2,0,0,0,1,0,0,4.584967478670572,0.09531017980432493,2.995732273553991
1834,41,16,23,2,0.3,2,118,0,0,0,0,4,3.7612001156935624,-0.2231435513142097,4.927253685157205
1631,61,36,153,1,2.6,2,0,1,1,0,1,1,5.153291594497779,1.1314021114911006,2.995732273553991
928,35,10,74,4,1.3,1,0,0,0,1,0,0,4.543294782270004,0.5877866649021191,2.995732273553991
1542,50,20,19,4,0.4,3,0,0,0,0,0,2,3.6635616461296463,-0.10536051565782628,2.995732273553991
4140,63,38,32,1,1.5,2,0,0,0,0,0,4,3.9512437185814275,0.6931471805599453,2.995732273553991
4655,33,7,188,2,7.0,2,581,0,0,0,0,5,5.337538079701318,2.0149030205422647,6.398594934535208
1564,64,40,63,4,1.2,2,0,0,0,1,0,4,4.418840607796598,0.5306282510621704,2.995732273553991
961,35,9,30,4,1.0,1,163,0,0,1,0,4,3.912023005428146,0.4054651081081644,5.209486152841421
1135,57,33,9,1,0.1,2,91,1,0,1,0,3,3.367295829986474,-0.5108256237659907,4.709530201312334
2276,29,3,172,4,4.4,1,0,0,0,0,0,2,5.2574953720277815,1.589235205116581,2.995732273553991
2002,30,4,142,3,4.2,1,359,0,0,0,0,2,5.087596335232384,1.547562508716013,5.937536205082426
4584,26,0,49,3,2.4,2,0,0,0,0,0,0,4.23410650459726,1.0647107369924282,2.995732273553991
1847,25,0,52,3,2.6,3,159,0,0,0,0,5,4.276666119016055,1.1314021114911006,5.187385805840755
1879,56,30,78,3,1.7,2,0,0,0,0,0,0,4.584967478670572,0.7884573603642703,2.995732273553991
1793,35,9,113,3,0.8,3,0,0,0,1,0,4,4.890349128221754,0.26236426446749106,2.995732273553991
3551,60,35,55,3,0.5,2,172,0,0,0,0,2,4.31748811353631,0.0,5.2574953720277815
2046,43,16,161,3,8.0,2,0,0,1,1,1,5,5.198497031265826,2.1400661634962708,2.995732273553991
1521,33,8,175,2,6.7,1,102,0,0,1,0,2,5.272999558563747,1.9740810260220096,4.804021044733257
1244,33,8,130,3,6.3,2,99,0,0,0,1,4,5.0106352940962555,1.916922612182061,4.77912349311153
3617,37,11,30,2,0.3,1,146,0,0,0,0,4,3.912023005428146,-0.2231435513142097,5.111987788356544
3890,42,17,139,2,2.9,3,0,0,0,1,0,1,5.0689042022202315,1.2237754316221157,2.995732273553991
3296,63,37,132,1,4.4,2,0,0,0,1,0,4,5.0238805208462765,1.589235205116581,2.995732273553991
965,62,36,135,2,5.2,2,0,0,0,1,0,4,5.043425116919247,1.7404661748405046,2.995732273553991
2856,36,10,172,4,1.0,2,295,0,0,1,0,4,5.2574953720277815,0.4054651081081644,5.752572638825633
3646,34,9,141,3,6.9,2,260,0,0,1,0,2,5.081404364984463,2.0014800002101243,5.634789603169249
3619,45,20,42,1,0.3,3,0,0,0,1,0,4,4.127134385045092,-0.2231435513142097,2.995732273553991
620,33,8,115,4,2.9,2,0,0,0,1,0,1,4.90527477843843,1.2237754316221157,2.995732273553991
1882,56,32,125,3,0.6,1,342,0,1,1,1,1,4.976733742420574,0.09531017980432493,5.8916442118257715
800,31,7,173,1,6.0,1,0,0,0,1,0,1,5.262690188904886,1.8718021769015913,2.995732273553991
3276,55,31,159,1,3.9,3,0,0,0,0,0,2,5.187385805840755,1.4816045409242156,2.995732273553991
1504,30,6,191,2,4.4,2,0,0,0,1,0,2,5.351858133476067,1.589235205116581,2.995732273553991
3682,43,17,45,2,0.7,1,0,0,0,0,0,5,4.174387269895637,0.1823215567939546,2.995732273553991
4100,27,2,41,2,1.7,2,0,0,0,1,0,0,4.110873864173311,0.7884573603642703,2.995732273553991
2705,53,26,22,1,0.5,2,100,0,0,1,0,2,3.7376696182833684,0.0,4.787491742782046
1659,33,7,139,1,4.0,3,106,0,1,1,1,5,5.0689042022202315,1.5040773967762742,4.836281906951478
1498,49,23,125,1,7.3,1,0,0,0,0,0,4,4.976733742420574,2.0541237336955462,2.995732273553991
1204,26,1,190,4,1.3,2,197,0,0,1,0,1,5.3471075307174685,0.5877866649021191,5.37989735354046
2373,33,9,184,2,4.8,2,0,0,0,0,0,4,5.318119993844216,1.667706820558076,2.995732273553991
914,65,41,195,3,0.4,1,0,1,1,0,1,1,5.3706380281276624,-0.10536051565782628,2.995732273553991
3605,61,31,130,2,2.6,3,0,0,0,0,0,2,5.0106352940962555,1.1314021114911006,2.995732273553991
1373,60,35,135,3,0.3,3,0,0,0,1,0,2,5.043425116919247,-0.2231435513142097,2.995732273553991
2951,26,2,132,2,2.4,3,0,0,0,0,1,4,5.0238805208462765,1.0647107369924282,2.995732273553991
